home_ownership,income,dti,fico,loan_status
0,105000,16.13,660,1
0,79900,23.1,680,1
1,72000,5.22,660,1
1,40000,5.82,665,0
1,260000,16.98,715,1
0,92000,12.85,690,1
0,32000,32.38,725,1
1,44000,37.53,690,0
1,44000,28.37,690,0
0,117000,5.36,660,1
1,125000,17.74,725,1
1,101369,2.95,660,1
1,95000,5.28,785,1
1,279306,17.21,750,1
1,70555,29,690,1
1,50000,31.4,695,0
1,130000,10.2,705,1
0,75000,34.77,685,1
1,50000,16.33,690,1
0,49500,23.52,680,1
1,70000,11.12,680,1
1,58000,36.81,750,1
0,59000,25.2,680,0
0,48000,9.33,760,1
0,93000,24.18,690,1
1,93000,18.64,705,1
0,40000,11.37,685,1
1,72000,11.72,730,1
1,84000,13.83,785,1
0,38000,15.7,695,1
1,72000,16.42,710,1
1,45000,16.35,705,1
1,90000,32.47,695,1
1,45000,17.91,695,1
0,48000,16.3,730,1
1,58000,19.64,680,1
0,65000,2.73,660,1
1,68000,1.55,745,1
0,47500,26.45,725,1
0,38480,14.35,700,1
1,42000,19.26,705,1
0,138000,19.52,680,0
0,55008,13,765,1
0,69996,8.91,760,1
1,65000,18.74,695,1
0,26000,26.08,660,1
1,87000,4.94,660,1
1,58000,6.48,710,1
1,110000,31.42,760,1
1,90000,8,660,1
1,50000,18.67,705,1
1,50000,13.34,755,1
0,41404,3.57,665,1
1,60000,31.18,670,0
0,92000,1.53,665,1
0,28000,15.9,695,0
1,50000,13.75,705,1
0,35000,26.81,665,1
1,150000,9.73,715,1
0,72000,14.17,675,1
1,45656,20.48,660,0
1,70000,18.4,675,1
0,37000,39.18,695,1
0,50000,14.35,670,1
0,48000,11.13,700,1
1,67000,23.88,680,1
1,56000,11.79,660,0
0,50000,5.33,725,0
0,45100,17.27,685,1
1,41301,23.28,670,1
1,50000,11.28,660,1
0,52000,24.28,685,1
0,78000,2.62,690,1
0,60000,31.74,670,1
0,29000,21.69,675,1
1,44000,24.06,730,1
1,90000,17.8,660,1
1,130000,19.1,705,0
1,63000,22.28,700,1
1,77316,17.99,725,1
1,180000,13.45,690,1
0,31000,10.69,685,1
1,62000,28.53,685,1
0,60000,18.82,685,1
1,57000,29.81,710,1
0,70000,2.4,660,1
0,67000,21.76,680,1
0,25000,17.67,665,1
1,53000,12.09,755,1
1,45000,28.8,665,1
1,95000,21.74,710,0
0,90000,9.71,680,1
0,37000,20.58,685,1
1,90000,24.88,690,1
1,40000,14.4,705,1
1,105000,18.65,665,1
1,29000,32.24,715,0
0,60000,19.54,685,1
0,32000,24.42,675,0
1,65000,23.8,685,1
0,28000,0.43,750,1
0,70000,15.16,705,1
0,42000,36.6,665,0
1,50000,3.6,685,1
1,50000,21.63,665,1
1,35000,4.56,685,1
1,65000,24.8,675,1
1,88500,10.73,720,1
1,68000,14.54,670,1
1,140000,16.44,725,1
0,45000,24.48,660,1
1,31000,22.41,690,1
1,80000,28.28,790,1
1,70000,21.29,690,0
0,185000,10.53,690,1
0,140000,10.16,720,1
1,66000,21.53,720,1
1,91500,29.09,695,1
0,27000,14,720,0
0,90000,5.87,745,1
1,178000,12.59,685,0
0,50000,25.8,685,1
1,45000,28.72,675,1
1,54000,26.96,740,1
0,120000,11.54,705,1
1,40000,29.01,670,1
0,15000,13.28,720,1
0,84000,11.94,660,1
1,37000,29.91,680,0
0,40000,27,660,0
1,59000,22.56,695,0
0,42000,27.3,660,0
1,72635,19.68,660,0
1,73000,9.04,670,1
1,64000,6.77,795,1
0,70000,12.84,695,0
1,56000,28.83,660,0
0,14988,23.38,670,1
1,140500,10.1,700,1
0,31000,21.84,715,1
1,78000,9.58,685,1
0,82000,11.75,690,1
