home_ownership,income,dti,fico,loan_status,
0,45277,11.11,685,1,
0,122000,17.85,690,1,
1,58000,22.47,680,1,
1,110000,16.1,675,1,
1,65000,12.89,695,1,
1,148000,7.15,705,1,
1,40000,28.62,700,1,
1,43000,6.92,690,1,
1,80000,11.9,805,1,
1,85000,9.88,675,1,
1,50000,23.88,670,1,
0,63356,13.17,685,1,
1,58000,16.18,760,1,
1,113000,13.31,670,1,
0,60000,29.08,665,1,
1,91000,11.34,710,1,
0,45210,28.32,665,0,
0,75000,26.85,680,1,
0,100000,11.72,725,1,
1,36792,24.56,700,1,
0,84000,16.36,720,1,
0,118824,23.05,675,1,
0,67000,19.24,675,1,
1,70000,9.17,670,1,
0,37000,7.01,665,0,
0,51000,15.34,660,1,
1,30200,24.96,710,0,
0,165000,14.3,670,1,
0,65000,19.96,675,1,
1,76000,22.22,665,1,
1,45000,12.05,675,1,
1,17400,0,715,1,
1,45000,7.03,690,1,
0,52000,19.92,710,1,
1,80000,7.76,680,0,
0,65000,26.51,680,1,
1,69520,16.07,715,1,
0,56000,23.98,720,1,
0,72000,19.6,660,1,
1,115000,23.76,750,1,
1,42000,10.8,675,0,
1,65840,12.34,735,1,
1,60000,12.94,665,0,
1,34546,27.28,770,1,
0,39000,30.12,675,0,
1,44000,19.53,680,1,
1,60000,21.02,690,1,
0,31000,24.85,685,1,
0,72000,29.83,750,1,
0,48000,12.18,685,1,
1,83000,26.43,685,1,
1,75000,12.75,705,1,
1,100000,22.68,785,1,
0,14400,12.17,670,1,
1,62500,10.31,735,1,
1,80000,9.47,720,1,
1,150000,23.18,745,0,
1,50000,18.48,745,1,
0,73000,25.92,665,1,
1,29000,10.76,725,1,
1,60000,0.5,695,1,
0,119000,6.94,745,1,
1,95000,22.42,690,1,
1,40000,24.06,680,1,
1,42000,28.23,695,1,
1,48000,5.2,700,1,
0,100000,17.99,675,1,
0,300000,9.25,710,0,
1,40000,35.76,660,0,
0,35000,21.64,740,0,
1,93000,12.84,695,1,
0,55000,24.87,715,1,
1,66000,29.47,670,1,
1,85000,16.74,675,1,
1,87000,8.84,660,1,
0,27040,24.77,670,0,
1,42000,18.71,670,1,
1,106000,10.28,700,1,
0,65000,29.38,660,1,
1,42650,10.8,665,1,
0,45000,20.67,665,1,
1,65000,29.38,715,1,
1,41000,15.69,680,1,
1,155000,28.72,665,0,
0,60927.16,5.12,660,1,
1,28000,17.4,750,1,
1,132442,17.24,710,1,
1,54000,17.04,675,1,
1,36655,33.53,710,1,
1,75000,9.2,660,0,
0,56200,0.85,730,1,
1,54000,30.38,660,1,
0,137000,19.17,695,1,
1,59600,7.27,685,0,
1,75000,16.16,710,1,
1,75000,26.64,665,1,
0,75000,18.89,735,1,
1,64000,16.05,665,1,
1,60000,32.84,680,0,
1,70000,11.26,660,0,
0,36000,36.73,670,1,
1,48000,12.93,675,1,
0,64000,25.15,685,0,
1,65000,26.06,705,1,
1,66000,11.96,670,1,
0,100000,6.52,660,1,
0,130000,12.09,660,1,
0,47631,23.24,690,0,
1,177000,10.72,790,1,
1,65802,13.79,760,1,
1,29000,17.01,665,1,
1,30000,15.88,725,1,
0,17000,32.12,660,0,
1,47460,27.61,740,1,
0,103000,22.79,760,0,
0,52000,21.97,700,0,
0,18433.56,27.02,665,1,
1,78000,9.97,665,1,
1,49000,19.37,675,1,
0,45000,31.2,680,1,
1,85000,15.98,680,1,
1,130000,5.68,810,1,
0,70000,20.33,665,0,
1,82000,11.36,670,1,
1,60000,18,745,0,
1,65000,5.28,705,1,
1,83000,8.91,800,1,
0,21000,7.64,695,1,
1,22507,35.57,690,1,
1,45000,10.05,770,1,
1,87000,9.99,690,1,
1,20000,7.32,690,1,
0,36400,16.75,710,1,
0,75000,26.35,685,1,
0,35000,8.09,670,1,
0,65000,17.8,685,1,
1,39000,31.6,675,0,
0,63550,13.88,700,1,
1,118000,23.64,715,1,
1,40000,16.76,665,1,
1,78000,23.12,675,1,
1,48000,14.15,675,1,
0,22998,36.22,660,1,
0,40000,17.25,670,0,
1,38400,24.75,665,1,
1,170000,9.76,705,1,
0,20000,21.98,750,1,
1,90000,21.45,660,0,
1,115439,10.27,690,1,
1,57420,20.73,675,1,
1,100000,17.92,700,1,
0,86000,12.17,675,1,
0,70000,11.78,660,1,
0,40000,30.09,670,0,
0,32110,11.17,705,1,
1,62478.48,28.15,690,1,
1,66000,7.75,725,0,
1,43000,17.72,685,1,
1,250000,4.25,805,1,
0,34000,6.49,675,1,
0,85000,6.07,715,1,
0,55000,23.59,660,1,
1,30000,23.64,675,1,
1,57000,15.71,685,1,
0,36000,6.77,670,1,
0,38000,9.48,675,1,
1,160000,21.08,705,1,
1,70000,32.45,680,1,
0,40000,11.55,755,1,
1,48000,34.6,680,1,
0,44100,13.58,680,1,
1,100000,7.65,765,1,
0,52000,35.15,705,0,
0,45000,30.8,675,0,
1,101600,23.48,730,1,
0,124000,4.39,660,1,
1,64000,25.15,665,1,
1,36242,18.87,705,1,
0,35000,16.18,675,1,
1,77000,17.56,760,1,
1,122000,10.96,670,1,
0,45000,31.62,675,0,
1,75000,9.36,705,1,
1,20000,28.62,665,1,
0,65000,21.73,680,0,
1,30000,26.16,675,0,
0,84000,4.94,760,1,
1,85000,20.09,720,1,
1,62000,33.8,680,1,
1,40000,14.22,720,0,
0,21000,20.63,735,1,
1,82000,29.65,675,0,
0,78000,13.25,705,1,
0,52500,28.63,680,1,
1,80000,27.6,720,1,
1,96000,37.15,700,1,
1,82000,16.82,695,1,
0,80000,16.89,700,0,
1,60000,25.42,705,1,
0,110000,16.21,765,1,
0,51000,27.6,720,1,
1,40000,23.73,705,1,
0,50000,22.99,680,1,
1,132000,18.61,720,1,
0,60000,15.48,665,1,
1,55000,32.42,685,1,
1,30000,31.76,715,1,
0,34000,26.46,685,1,
1,115000,16.39,685,1,
1,59000,7.08,660,0,
1,43221.74,30.11,700,1,
1,45000,18.77,700,1,
1,74475,32.76,685,1,
1,100000,3.1,660,1,
1,115000,21.21,665,1,
0,23000,25.3,660,0,
1,60000,20.38,735,1,
0,45000,8.19,675,1,
1,85000,6.39,715,1,
1,80000,20.34,720,1,
1,46000,10.17,775,1,
1,73000,25.17,710,1,
1,52525,15.06,685,0,
1,300000,5.9,690,1,
1,50000,12.22,665,1,
1,27000,31.33,665,1,
1,45600,20.11,685,0,
1,75000,28.2,680,0,
0,80000,13.61,720,1,
1,105000,10.98,765,1,
1,89000,9.59,685,1,
1,59351,16.78,695,1,
0,92000,21.04,680,1,
1,45000,10.51,660,0,
1,89000,19.01,685,1,
0,100000,6.84,685,1,
0,60000,13.13,690,1,
0,40000,17.97,685,1,
0,60000,46.02,665,0,
0,33000,12.58,670,1,
1,28000,8.06,705,1,
1,60000,11.06,735,0,
1,45000,19.92,765,1,
1,123000,26.98,700,1,
1,73000,31.28,670,1,
0,39500,12.16,665,0,
0,55000,17.65,670,1,
0,156000,0.79,775,0,
1,35000,16.15,735,1,
0,34320,37.94,670,1,
1,55000,33.4,670,0,
0,51600,12.88,690,1,
1,65000,4.76,680,1,
1,127000,6.39,665,1,
0,35000,27.57,705,0,
1,78000,32.74,710,1,
1,170000,31.15,670,1,
1,64567,18.88,665,1,
0,30000,16,720,1,
1,250000,20.15,770,0,
0,73440,17.8,695,1,
1,200000,13.27,660,1,
0,150000,16.29,675,1,
1,80000,14.33,690,1,
1,63000,33.1,685,1,
1,100000,33.36,660,1,
1,80000,28.49,700,1,
1,120000,13.76,725,1,
1,54000,16.02,700,1,
0,78000,27.58,670,1,
1,120000,29.81,675,0,
1,107000,15.6,785,1,
1,89000,13.27,755,1,
0,64900,12.94,665,1,
1,18233,35.15,665,0,
1,38500,16.74,725,1,
0,32000,23.44,685,1,
0,40000,17.1,695,1,
1,83000,3.77,685,1,
0,28000,11.87,685,1,
0,57200,17.5,775,1,
1,70000,30.64,670,1,
0,66625,14.16,690,1,
1,90200,22.12,695,0,
0,85000,13.41,685,1,
0,38000,15,710,1,
0,25200,9.14,665,1,
1,60000,25.28,660,0,
1,75000,19.5,690,1,
1,65000,8.18,755,1,
1,42000,17.17,670,0,
1,115000,17.76,670,0,
0,41300,25.37,660,0,
1,83000,15.42,685,0,
1,90000,17.47,685,0,
1,87000,32.54,705,1,
1,25000,34.37,665,1,
0,62000,11.19,730,1,
1,59000,16.03,750,1,
1,73000,17.62,670,1,
0,45000,32.05,720,1,
0,48000,16.7,690,1,
1,87000,25.15,710,0,
0,49000,11.07,700,1,
1,45000,24.35,725,1,
1,36000,25.3,685,0,
0,57000,17.12,660,1,
0,110000,18.62,670,1,
0,12000,20.81,665,1,
0,36500,15.32,745,0,
1,100000,18.8,705,0,
1,65000,8.31,670,1,
1,240000,11.42,745,1,
0,42000,24.23,730,1,
1,52000,13.62,785,1,
1,100000,7.12,685,1,
1,35000,10.19,720,1,
0,70000,20.07,675,1,
0,36000,13.57,795,1,
0,74400,16.42,665,1,
1,110400,6.3,695,1,
0,40800,14.65,665,1,
0,35000,17.9,675,1,
1,48000,27.88,705,0,
0,47000,18.69,735,1,
1,37000,26.21,705,1,
1,77000,11.43,810,1,
1,65000,3.36,690,1,
0,40000,29.46,675,1,
0,40800,14.24,695,1,
1,54000,20.87,670,1,
0,34000,27.6,705,1,
1,60000,30.31,690,1,
1,88000,30.85,690,1,
0,78000,6.71,670,1,
0,90908,18.62,690,0,
1,93000,23.17,705,1,
1,75000,24.34,665,1,
0,35200,19.02,660,1,
0,33280,15.5,745,1,
1,106000,8.59,675,1,
1,117000,4.44,695,1,
1,56000,4.25,690,1,
1,45000,19.2,665,1,
0,110000,19.45,695,1,
1,105826,13.05,670,1,
1,145000,19.89,690,0,
0,30720,6.99,705,0,
0,28000,16.89,665,1,
0,60000,13.52,670,1,
1,43900,26.3,705,1,
1,105000,7.55,695,1,
0,31000,4.53,710,0,
1,70000,18.88,670,1,
1,250000,10.8,715,1,
1,82000,21.73,755,1,
0,45000,16.77,695,0,
1,60000,26.94,665,0,
1,79000,26.8,715,1,
1,150000,4.61,680,1,
1,32000,16.09,660,1,
0,58000,30.17,695,1,
1,68000,17,665,1,
0,50000,19.01,685,0,
1,59000,20.04,680,1,
1,137000,23.46,695,0,
0,55000,24.92,670,1,
0,44385,18.61,690,1,
0,31200,17.04,720,1,
1,51000,7.08,665,1,
1,109000,14.68,815,1,
1,60000,21.9,785,0,
0,58000,31.1,670,1,
1,58800,6.53,670,1,
1,48000,29.83,660,1,
0,31000,9.18,690,0,
1,75000,12.95,720,1,
0,127500,0.52,780,1,
0,42000,19.06,675,0,
0,25000,31.88,665,1,
1,32000,26.93,715,1,
1,226000,10.86,690,1,
1,45600,19.08,670,1,
1,60000,9.56,660,1,
1,40000,19.03,710,1,
0,47600,23.73,730,1,
1,33000,27.31,715,1,
0,120000,22.23,685,0,
0,115000,8.19,725,1,
0,82000,19.87,670,1,
0,22000,21.44,690,1,
1,79000,30.09,705,1,
1,72000,17.48,670,1,
0,80000,23.6,720,1,
1,65000,24.08,700,1,
1,70000,27.12,690,1,
1,135000,4.84,710,1,
1,130000,25.73,740,1,
0,30000,24.44,700,1,
1,90000,15.19,740,1,
1,57000,3.85,840,1,
0,45000,14,740,1,
1,145000,8.55,670,1,
1,69709.68,6.71,670,1,
1,113000,16.31,760,1,
1,70000,28.86,690,1,
1,41000,3.07,665,1,
0,38500,26.65,700,1,
1,120000,6.03,685,1,
1,120000,35.69,700,1,
1,80005,21.99,660,1,
1,65000,12.87,740,1,
0,40000,25.68,685,0,
1,35000,27.7,660,0,
1,35000,19.68,675,1,
1,79000,16.42,690,1,
1,90000,25.73,695,1,
1,45000,17.33,690,1,
1,50000,30.84,700,1,
1,47697.87,22.42,695,1,
1,95000,20.04,710,1,
1,170000,8.11,690,1,
0,100000,18.22,685,1,
0,75000,17.76,715,1,
1,83000,30.91,705,0,
1,49000,6.61,665,1,
0,35100,24.65,700,0,
1,12000,20.3,750,1,
1,145000,5.13,710,1,
1,186472,14.89,675,0,
1,76000,3.54,670,1,
1,300000,10.22,800,1,
1,53000,12.88,660,0,
0,75000,9.62,675,1,
1,90000,15.29,760,1,
1,35000,10.86,675,1,
1,148000,5.03,740,1,
0,30000,19.96,690,0,
1,56000,5.45,670,1,
0,65000,29.84,680,0,
1,30000,35,660,0,
0,77500,13.75,660,1,
1,85432,7.07,680,1,
1,90000,9.81,680,1,
1,118000,11.53,705,1,
1,35000,16.02,660,1,
0,37000,27.47,675,1,
0,80000,21.54,660,0,
1,61784.88,30.13,725,1,
0,117600,8.67,680,1,
1,120000,13.91,720,1,
1,47000,18.03,670,1,
0,120000,26.76,735,1,
0,89900,21.19,665,1,
1,62000,9.06,680,1,
1,107000,29.73,685,1,
0,47000,28.93,660,1,
0,66150,32.84,710,0,
1,110000,14.24,675,1,
0,60000,26.4,745,1,
0,31200,20.38,695,0,
1,75000,20.37,730,1,
1,80000,25.49,720,1,
1,60000,10.72,785,1,
1,250000,7.13,785,1,
1,131300,11.35,695,0,
0,51500,6.94,665,1,
1,133000,10.9,715,0,
0,50000,11.31,665,1,
1,150000,19.12,690,1,
0,87996,19.5,715,0,
1,120000,15.66,705,0,
0,50000,20.12,710,1,
0,60000,22.84,690,0,
1,73000,14.19,665,0,
1,60000,7.99,730,1,
0,60000,20.92,760,1,
0,35000,9.09,670,1,
0,37117.8,32.1,665,1,
1,82000,19.7,675,1,
0,44369,28.43,665,1,
1,115000,26.49,670,1,
1,70000,9.48,690,1,
1,220000,9.38,715,1,
1,120000,16.94,735,1,
1,270000,16.63,695,1,
0,30000,4.17,715,1,
1,54000,25.53,660,1,
0,50000,18.6,690,1,
1,111000,22,695,1,
1,57222,25.17,710,1,
0,75000,10.53,660,1,
1,37000,35.78,730,1,
1,53000,12.66,660,1,
1,150000,9.29,755,1,
1,47777.6,23.79,695,0,
0,40000,22.92,680,0,
1,85000,14.22,665,1,
0,84000,11.44,675,1,
0,44232,3.88,700,1,
1,48441,18.14,675,1,
0,70000,13.46,685,1,
0,41000,39.43,710,1,
0,55000,31.22,665,1,
1,33000,5.68,785,1,
1,70000,17.23,715,1,
1,32000,36.68,670,1,
0,37000,29.35,665,1,
1,33384,11.97,665,1,
0,20000,2.88,785,1,
1,90868.53,24.95,705,1,
0,29796,29.33,685,1,
1,62000,7.61,660,1,
1,115000,19.33,705,1,
1,35000,14.43,665,1,
1,60000,24.6,675,1,
0,56000,32.15,660,0,
1,101000,9.96,680,1,
1,100000,6.07,715,0,
0,55000,15.55,680,1,
1,49000,33.8,670,1,
1,165000,10.08,785,1,
0,45000,9.41,700,1,
1,70000,12.02,665,1,
1,60000,30.35,700,1,
1,75000,25.14,680,1,
1,95000,16.69,680,0,
1,55000,12.9,670,1,
0,35000,22.94,705,1,
0,70000,25.08,680,1,
1,140000,22.35,715,1,
0,130000,6.42,745,0,
1,60000,23.24,735,0,
0,29000,8.98,730,1,
1,75850,14.52,740,1,
0,63000,12.51,690,0,
0,42000,16.74,725,1,
1,128000,12.41,750,1,
1,90000,8.59,660,1,
1,113000,18.01,720,1,
0,57000,19.49,670,1,
1,50000,5.4,745,1,
0,27000,29.87,710,1,
1,61700,27.95,710,1,
1,110000,19.85,685,1,
1,125000,29.6,690,1,
1,51300,17.44,665,1,
1,14400,31.83,670,0,
1,105000,11.17,660,0,
1,35000,24.14,715,1,
1,24000,19.05,695,1,
0,115000,17.96,675,1,
1,39000,25.42,725,1,
1,88000,13.25,730,1,
1,55000,16.26,680,1,
0,75000,27.12,660,1,
0,105000,27.11,770,1,
1,250000,2.09,740,1,
1,65000,30.04,715,0,
0,70000,17.26,660,0,
0,60000,24.58,680,1,
0,70000,5.57,690,1,
1,90000,18.69,690,1,
1,54000,31.74,695,1,
1,126940,13.81,740,1,
0,75000,4.94,675,0,
1,60000,32.68,665,0,
0,57800,18.54,660,0,
0,63000,14.57,665,1,
1,85000,20.3,705,0,
1,51500,36.82,660,1,
0,92000,17.41,685,1,
1,120000,5.97,710,1,
1,100000,18.17,680,1,
1,45000,5.41,760,1,
1,110000,12.73,760,1,
0,125000,15.99,710,0,
0,55000,11.87,670,1,
1,30000,16.04,750,1,
1,41000,12.62,720,0,
0,115000,19.51,670,1,
1,44000,10.34,680,1,
0,46000,10.59,665,1,
0,60000,16.14,660,0,
0,45000,15.49,685,1,
1,80000,25.11,665,0,
0,85000,24.02,780,0,
1,130000,9.74,695,1,
1,36000,19.37,680,1,
0,72000,19.2,660,1,
1,110000,20.03,665,0,
1,138136,8.72,700,1,
1,62972,10.33,790,1,
0,80000,25.01,665,1,
1,60000,27.17,690,1,
0,41000,18.18,695,0,
0,72000,28.48,695,1,
1,168000,9.14,730,1,
1,96000,13.43,670,1,
0,70000,16.84,660,0,
1,57000,15.77,710,1,
1,66394,11.46,705,1,
1,51000,24.19,690,1,
0,42066,10.18,665,0,
1,90000,17.2,680,1,
0,31500,20.13,750,1,
1,125000,1.68,665,1,
1,79000,31.08,745,1,
0,40000,11.97,670,0,
1,75000,13.15,705,1,
1,90000,13.77,730,1,
1,96757,12.04,665,1,
1,190000,12.53,665,1,
0,77000,8.26,685,1,
1,250000,9.66,720,1,
0,32000,26.82,675,1,
0,130000,6.81,735,1,
1,75000,26.45,725,1,
0,47500,18.92,695,1,
1,64000,19.03,675,1,
0,80000,8.31,795,1,
1,31200,5.54,680,1,
0,124000,26.08,665,1,
0,80000,5.36,660,0,
1,52000,19.29,705,1,
1,116240,12.28,670,1,
1,105000,12.4,680,1,
1,100000,26.63,690,0,
1,48000,20.45,685,0,
1,175000,17.26,675,1,
1,57000,6.11,665,1,
0,60000,3.56,675,1,
0,60000,27.06,700,0,
1,37000,9.41,690,0,
0,74160,6.34,795,1,
0,45000,19.28,680,1,
0,55000,18.3,685,1,
1,60000,27.08,715,1,
1,85000,26.36,705,1,
1,64000,5.57,670,1,
1,50000,26.07,675,0,
1,160000,11.86,730,1,
0,47000,7.18,660,1,
1,40000,15.18,735,1,
0,67858,26.72,685,0,
1,88000,25.56,700,1,
1,35000,26.78,665,1,
0,50400,19.6,765,0,
1,50000,34.42,670,0,
0,22200,14.65,735,1,
0,45000,25.95,740,1,
1,71200,6.22,690,1,
1,62000,14.67,710,1,
1,100000,4.52,660,1,
1,80000,22.28,705,1,
1,95000,16.14,675,0,
1,60000,9.86,700,1,
0,75000,16.48,660,0,
0,115000,19.68,690,1,
1,98500,5.07,660,1,
1,70000,29.73,670,1,
1,30000,21.28,675,1,
1,100000,10.64,765,1,
0,70000,16.42,695,1,
1,46000,9.37,665,1,
1,40000,10.05,685,1,
1,84000,21.54,675,1,
1,233000,4.1,735,1,
1,39332,32.35,705,1,
1,70000,20.64,680,1,
0,61000,0.98,660,1,
1,165000,19.01,715,1,
0,60000,16.6,660,1,
1,75000,14.24,775,1,
0,67500,5.17,665,0,
1,200000,6.52,780,1,
0,65000,24.55,685,1,
0,40000,11.58,690,1,
0,45000,15.24,670,1,
0,85000,16.57,660,1,
0,80000,26.01,685,1,
1,65000,16.52,670,1,
0,62270.82,11.1,670,1,
1,82600,29.25,730,1,
0,33000,38.73,670,0,
0,45000,19.2,680,1,
1,82000,25.9,680,0,
1,63000,16.04,665,1,
0,55000,31.62,665,0,
0,38400,17.63,700,1,
1,47000,31.05,680,1,
1,65000,28.16,690,1,
1,60000,7.44,690,1,
1,113500,12.43,680,1,
0,23800,36.46,675,0,
1,120000,21.5,670,1,
1,90000,18.11,715,1,
0,63500,12.78,665,1,
1,89000,15.47,705,1,
1,65000,27.55,700,1,
0,30000,31.12,715,1,
1,55000,13.73,660,1,
1,63000,21.56,720,1,
1,60000,21.28,665,1,
1,85000,9.68,670,1,
0,84000,13.96,790,1,
0,40000,12.51,750,0,
1,65000,15.75,705,1,
0,60000,1.92,700,1,
0,54000,13.51,660,1,
0,46000,35.59,670,0,
0,52000,16.32,745,1,
0,108000,11.1,660,0,
0,142000,23.26,685,1,
0,37720,11.48,685,0,
1,62000,26.85,660,0,
1,100000,13.21,690,1,
1,30000,25.78,695,1,
0,78000,25.65,700,1,
0,50000,27.32,680,1,
0,40000,21.75,680,0,
0,52552,7.31,745,1,
1,69000,15.48,695,1,
1,50000,23.38,705,1,
1,50465.62,13.03,675,0,
1,130000,2.16,685,1,
1,76000,8.07,690,1,
1,100000,18.53,695,1,
1,68000,11.97,715,0,
1,60000,38.7,700,1,
0,35734.4,18.98,675,1,
1,52000,29.31,720,1,
1,240000,6.31,695,1,
0,20650,33.14,680,0,
1,60000,26,740,1,
1,71000,16.18,715,1,
1,80000,16.37,715,0,
1,58300,23.3,685,1,
1,100000,22.34,750,1,
0,11832,19.07,675,0,
0,84000,5.86,660,1,
1,50000,28.68,670,1,
1,74641,6.56,705,1,
1,64000,10.24,805,1,
1,92000,18.15,665,1,
1,45760,29.23,695,1,
0,65000,13.24,670,1,
1,64000,6.08,700,1,
1,58325,12.72,670,1,
1,40664,19.89,740,1,
0,129861.73,21.66,675,1,
1,65000,16.56,675,1,
1,75000,15.02,725,1,
1,80000,12.49,665,0,
1,152135,20.43,710,1,
1,90000,12.47,660,0,
1,28000,12.39,695,1,
1,50000,16.18,680,0,
0,60000,13.45,685,0,
0,70000,22.15,705,0,
1,65000,6.3,730,1,
0,65000,32.34,700,1,
1,91000,28.02,710,1,
0,12847,22.15,660,1,
1,96000,21.73,660,1,
0,41000,24.73,670,1,
1,42000,17,660,1,
1,60000,16.14,680,1,
1,35000,16.19,680,1,
0,80000,19.4,670,1,
1,52000,5.91,665,0,
0,130000,18.47,680,1,
0,45000,18.96,695,1,
1,37752,29.43,670,0,
0,12000,4.8,675,1,
1,70000,11.83,710,1,
1,75000,31.87,715,1,
1,81000,20.3,670,1,
1,81400,18.23,715,0,
0,40788,6.24,695,1,
0,41000,16.83,660,1,
1,108000,10.68,680,1,
1,84000,10.18,715,1,
0,39000,32.15,675,0,
1,153000,13.58,715,1,
0,67816,12.85,675,1,
0,85000,10.05,680,1,
0,38000,14.44,675,1,
0,32000,14.59,670,1,
1,93500,11.14,680,1,
1,144000,16.12,725,1,
1,51000,19.22,660,1,
0,101350,16.52,675,1,
0,88000,21.63,685,1,
0,80050,16.28,690,0,
0,32254,16.45,680,1,
0,40000,12.3,670,1,
0,28000,31.54,680,0,
0,50000,20.57,665,1,
1,125000,9.84,705,1,
0,45000,29.92,705,1,
1,44400,20.7,665,0,
0,37980,22.81,675,1,
0,42000,12.31,690,1,
1,42908.16,35.8,700,0,
0,65000,15.84,740,1,
1,12000,54.5,660,0,
0,70000,5.83,720,1,
1,60000,16.64,725,1,
0,76000,31.36,710,1,
1,150000,9.38,710,1,
1,78000,17.22,660,1,
1,74400,12.21,700,0,
1,60000,31.92,680,1,
0,73000,21.4,695,1,
0,35000,29.12,695,1,
0,36000,18.33,685,1,
0,115000,7.18,725,1,
0,43000,22.8,675,1,
1,63000,7.28,710,1,
1,46000,7.77,675,0,
0,50000,29.31,665,0,
1,62000,5.88,710,1,
0,50000,17.11,665,0,
1,97500,1.16,665,0,
1,108000,12.67,710,1,
0,250000,23.31,715,0,
1,57000,14.91,660,1,
1,40000,22.62,730,1,
1,58000,18.35,670,1,
1,60000,15.54,705,1,
1,55000,19.16,700,1,
0,40000,29.43,680,0,
0,35000,19.2,665,1,
1,30000,35.08,690,1,
0,30000,1,680,1,
1,104000,22.06,675,1,
0,52000,20.29,675,1,
0,60000,19.78,705,1,
1,90000,25.99,680,0,
0,125000,19.71,685,1,
0,55000,9.03,740,1,
1,100000,22.56,680,1,
0,50000,17.59,750,1,
1,25000,4.85,785,1,
1,76000,28.79,740,1,
0,50000,25.2,780,1,
0,71250,22.65,660,1,
1,118000,16.84,680,1,
0,42548,8.07,685,1,
1,40000,12.81,685,1,
1,80000,14.34,690,1,
1,99000,3.95,730,1,
0,37000,15.63,710,1,
0,95000,18.35,665,1,
1,30000,3.04,735,1,
1,33000,17.02,680,1,
1,65000,21.97,700,1,
1,65000,33.15,660,1,
0,42000,33.66,690,1,
0,37000,24.2,660,1,
0,30000,35.8,680,0,
0,240000,15.39,690,1,
1,85000,14.67,695,1,
1,66600,16.56,720,1,
0,60000,15.14,710,1,
1,120000,15.81,685,1,
1,34000,33.71,690,1,
0,98000,18.36,670,1,
0,75000,23.36,680,1,
0,62800,15.86,660,1,
0,27500,22.22,685,0,
0,48000,17.43,740,1,
1,165000,14.53,685,1,
1,32640,33.97,705,1,
1,204000,30.84,690,0,
0,43655,28.95,680,1,
1,19000,19.08,665,1,
1,140000,9.85,725,1,
1,100000,21.03,665,1,
1,180000,10.67,720,1,
0,112000,5.19,705,1,
1,120000,24,660,1,
1,98500,12.01,675,1,
1,50000,19.68,665,0,
0,40668,22.9,695,0,
1,47000,24,720,1,
1,65000,17.17,685,0,
1,88000,18.19,660,1,
1,220000,15.24,670,1,
0,42000,16.6,670,1,
1,100000,8.22,700,1,
1,90000,22.96,665,1,
0,45000,31.81,675,1,
0,40000,16.8,710,1,
1,23000,11.48,665,1,
1,96000,7.97,685,1,
0,24000,4.6,695,1,
1,92000,10.79,710,1,
1,47500,11.7,765,1,
0,134000,14.38,720,1,
1,56000,12.37,730,1,
0,40000,13.8,675,1,
0,54000,11.07,680,1,
1,52000,8.08,705,1,
1,250000,16.17,690,1,
1,95000,15.22,665,1,
1,80000,21.17,730,1,
1,50000,15.96,730,0,
0,55000,22.93,660,1,
1,85000,25.07,660,1,
1,150000,16.36,670,1,
1,187000,12.06,695,1,
1,65000,22.64,685,1,
1,80000,19.02,710,1,
0,64000,18.06,660,0,
0,74000,22.54,695,1,
1,156000,18.91,680,1,
1,30000,30.28,705,1,
0,52000,1.11,750,1,
1,102000,28.56,665,0,
0,75000,7.69,705,1,
1,95000,21.78,670,1,
1,118000,7.16,690,1,
0,130000,21.46,675,1,
0,24800,9.83,755,1,
0,42000,26.06,665,0,
1,127000,14.45,670,1,
1,105000,6.63,665,1,
0,33000,15.6,690,1,
1,130000,24.81,695,0,
1,40000,18.92,815,1,
0,29000,30.67,660,1,
1,53000,34.04,675,1,
0,30000,28.32,660,0,
0,126400,11.72,700,1,
0,243810,17.23,715,1,
1,70000,13.9,675,1,
1,53000,14.88,790,1,
1,60000,19.76,685,1,
1,95000,12.46,735,1,
0,40000,19.2,665,0,
1,77000,15.82,670,1,
0,35000,24,725,1,
1,110000,18.44,695,1,
1,54500,16.32,725,0,
0,42000,24.14,725,1,
1,40500,17.39,710,1,
0,27900,21.72,670,0,
1,125000,30.23,725,1,
1,70000,3.02,755,1,
1,43000,24.64,660,1,
0,60000,12.98,660,1,
1,32760,16.48,675,0,
1,45000,34.05,660,1,
1,75000,9,690,1,
1,74000,8.5,740,1,
1,135000,21.55,690,1,
1,72000,18.37,680,1,
1,77000,9.54,680,1,
1,58000,19.61,670,1,
0,124000,11.59,695,1,
1,21000,28.17,660,1,
1,300000,10.6,695,1,
0,180000,19.18,750,1,
1,150000,0.2,805,1,
0,42000,19.17,665,1,
1,70000,27.44,700,1,
1,53000,24.2,700,1,
1,110000,22.13,700,1,
1,36000,23.33,700,1,
1,48000,21.1,660,1,
0,36000,29.53,660,1,
0,110000,22.06,675,0,
1,90000,24.53,660,1,
1,55000,4.69,675,1,
0,100000,21.41,730,1,
1,250000,11.25,715,0,
1,155904,10.53,685,1,
1,55400,23.98,750,1,
1,151575,12.07,710,1,
1,63654,34.67,660,1,
1,70000,6.79,710,1,
0,65000,20.88,710,0,
1,60000,17.35,710,1,
1,52000,16.71,680,1,
0,33000,17.75,660,0,
1,45000,26.85,700,1,
1,80000,24.44,715,0,
0,22000,14.13,680,0,
1,82000,1.52,700,1,
1,91000,20.12,710,1,
1,30388.8,21.01,740,1,
1,38000,37.21,665,1,
1,85000,25.68,690,1,
1,38000,34.49,660,0,
0,65000,19.89,680,0,
1,66000,15.11,690,1,
